Tanggal,OriginTime,Latitude,Longitude,Kedalaman (km),Magnitude,Type,Keterangan,Dirasakan,M,D,MD
15/04/2017,10:55:18,-11.12,111.83,25,4.3,MLv,Pusat gempa dilaut 334 km BaratDaya KAB-BLITAR-JATIM,TIDAK,M4,D1,M4D1
15/04/2017,12:46:56,-9.22,113.92,10,2.7,MLv,Pusat gempa di lat 118 km tenggara Jember-Jatim,TIDAK,M2,D1,M2D1
15/04/2017,16:02:59,-7.99,109.62,10,2.7,MLv,Pusat gempa di laut 35km Baratdaya Kebumen - Jawa Tengah,TIDAK,M2,D1,M2D1
15/04/2017,20:40:53,-6.78,110.67,115,2.9,MLv,Pusat gempa di laut 12 km TimurLaut Demak-Jawa Tengah,TIDAK,M2,D2,M2D2
16/04/2017,02:56:05,-9.22,112.86,10,3.7,MLv,"Pusat gempa di laut, 109 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
16/04/2017,10:54:39,-8.99,112.52,10,2.8,MLv,Pusat gempa di laut 85 km BaratDaya KAB-MALANG-JATIM,TIDAK,M2,D1,M2D1
16/04/2017,16:23:36,-7.86,110.48,10,2.4,MLv,Pusat gempa di darat 12 km Timur Laut Bantul - D.I Yogyakarta,TIDAK,M2,D1,M2D1
16/04/2017,17:51:32,-9.11,113.29,10,3.2,MLv,Pusat Gempa di laut 113 km BaratDaya JEMBER-JATIM,TIDAK,M3,D1,M3D1
16/04/2017,19:41:33,-8.24,113.51,125,3.5,MLv,Pusat gempa di darat 22 km Barat Daya Jember Jawa Timur,TIDAK,M3,D2,M3D2
16/04/2017,20:56:12,-7.11,112.2,221,3.6,MLv,Pusat gempa di darat 23 km Barat Laut Lamongan Jawa Timur,TIDAK,M3,D2,M3D2
18/04/2017,13:47:54,-8.73,111.45,85,3.1,MLv,Pusat gempa di laut 72 km Tenggara PACITAN-JATIM,TIDAK,M3,D2,M3D2
18/04/2017,17:45:00,-9.84,111.72,13,3.6,MLv,Pusat gempa di laut 194 km Tenggara TRENGGALEK-JATIM,TIDAK,M3,D1,M3D1
18/04/2017,19:01:26,-9.85,111.9,10,3,MLv,Pusat gempa di laut 194 km BaratDaya KAB-BLITAR-JATIM,TIDAK,M2,D1,M2D1
18/04/2017,21:51:39,-9.01,111.27,10,2.8,MLv,Pusat gempa di laut 94 km Tenggara PACITAN-JATIM,TIDAK,M2,D1,M2D1
19/04/2017,18:12:03,-8.98,112.69,30,2.8,MLv,Pusat gempa di laut 82 km Barat Daya Malang - Jawa Timur,TIDAK,M2,D1,M2D1
21/04/2017,03:38:49,-9.56,111.71,10,3.9,MLv,Pusat gempa berada dilaut 163km Barat Daya Trenggalek - Jawa Timur,TIDAK,M3,D1,M3D1
21/04/2017,20:49:02,-9.58,112.93,10,4.3,MLv,Pusat gempa di laut 150 km Tenggara Kab. Malang - Jawa Timur,TIDAK,M4,D1,M4D1
22/04/2017,16:23:17,-9.6,112.62,10,3.4,MLv,Pusat gempa dilaut 151 km BaratDaya Malang - Jawa Timur,TIDAK,M3,D1,M3D1
22/04/2017,17:51:22,-11.15,113.18,10,3.8,MLv,Pusat gempa dilaut 327 km Tenggara Malang - Jawa Timur,TIDAK,M3,D1,M3D1
23/04/2017,14:42:18,-7.62,110.51,10,2.6,MLv,Pusat gempa di darat 13 Km Barat Daya Boyolali Jawa Tengah,TIDAK,M2,D1,M2D1
23/04/2017,17:46:32,-9.15,110.65,10,3.6,MLv,Pusat gempa di laut 116 km Barat daya pacitan JATIM,TIDAK,M3,D1,M3D1
23/04/2017,20:38:32,-9.03,110.6,11,3.4,MLv,Pusat gempa di laut 108 km barat daya Pacitan JATIM,TIDAK,M3,D1,M3D1
25/04/2017,04:36:02,-7.09,111.89,11,3.3,MLv,Pusat gempa di darat 6 km TimurLaut BOJONEGORO-JATIM,TIDAK,M3,D1,M3D1
27/04/2017,07:03:12,-8.89,112.41,53,4.6,MLv,"Pusat gempa di laut 79 km BaratDaya KAB-MALANG-JATIM, Dirasakan di Trenggalek, Ponorogo,Tulungagung, Blitar II SIG-BMKG (II-III MMI)",YA,M4,D1,M4D1
27/04/2017,08:04:53,-8.76,112.48,57,3,MLv,Pusat gempa di laut63 km BaratDaya KAB-MALANG-JATIM,TIDAK,M2,D1,M2D1
27/04/2017,09:01:31,-7.87,108.57,74,3.5,MLv,Pusat gempa di laut 22 km BaratDaya KAB-PANGANDARAN-JABAR,TIDAK,M3,D2,M3D2
27/04/2017,10:24:52,-8.92,110.5,11,3.2,MLv,Pusat gempa di laut 99 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M3,D1,M3D1
27/04/2017,19:49:47,-9.29,113.89,10,3.5,M,Pusat gempa di Laut 125km Tenggara Jember - Jawa Timur,TIDAK,M3,D1,M3D1
28/04/2017,01:49:28,-7.99,111.75,118,3,MLv,Pusat gempa di darat 11 km TimurLaut TRENGGALEK JAWA TIMUR,TIDAK,M2,D2,M2D2
28/04/2017,13:44:53,-8.77,111.24,30,2.7,MLv,Pusat gempa di laut 65 km Tenggara PACITAN-JATIM,TIDAK,M2,D1,M2D1
29/04/2017,01:38:50,-9.74,111.75,10,3.8,MLv,"Pusat gempa di laut, 183 km Tenggara Trenggalek Jatim",TIDAK,M3,D1,M3D1
29/04/2017,10:02:15,-9.5,111.85,10,5.4,MLv,Pusat gempa dilaut 157 km BaratDaya KAB-BLITAR-JATIM,TIDAK,M5,D1,M5D1
29/04/2017,10:59:15,-9.31,111.8,20,3.4,MLv,"Pusat gempa di laut, 136 km BaratDaya TULUNGAGUNG-JATIM",TIDAK,M3,D1,M3D1
29/04/2017,11:47:03,-9.49,111.78,15,3.6,MLv,"Pusat gempa di laut, 156 km BaratDaya TULUNGAGUNG-JATIM",TIDAK,M3,D1,M3D1
29/04/2017,12:26:51,-9.88,111.62,10,3.4,MLv,Pusat gempa di laut 197 km Tenggara Pacitan - Jawa Timur,TIDAK,M3,D1,M3D1
29/04/2017,13:08:37,-9.74,111.77,10,3.7,MLv,Pusat gempa di laut 183 km Tenggara Trenggalek - Jawa Timur,TIDAK,M3,D1,M3D1
29/04/2017,13:17:47,-9.72,111.88,10,3.3,MLv,Pusat gempa di laut 180 km Barat Daya Kab. Blitar - Jawa Timur,TIDAK,M3,D1,M3D1
29/04/2017,13:30:02,-9.97,111.79,10,3.6,M,Pusat gempa di laut 209 km Barat Daya Kab. Blitar - Jawa Timur,TIDAK,M3,D1,M3D1
29/04/2017,13:36:04,-9.54,111.77,10,3.4,MLv,Pusat gempa di laut 161 km Tenggara Trenggalek - Jawa Timur,TIDAK,M3,D1,M3D1
29/04/2017,13:58:29,-9.74,111.76,10,3.6,MLv,Pusat gempa di laut 183 km Tenggara Trenggalek JATIM,TIDAK,M3,D1,M3D1
29/04/2017,14:30:08,-9.49,111.75,10,4.4,MLv,Pusat gempa di laut 156 km Tenggara Trenggalek JATIM,TIDAK,M4,D1,M4D1
29/04/2017,17:37:30,-9.98,111.61,10,4,M,Pusat gempa di laut 207 Tenggara Pacitan JATIM,TIDAK,M3,D1,M3D1
29/04/2017,20:58:03,-8.7,109.93,17,3.5,MLv,Pusat gempa di laut 100 km BaratDaya Bantul DIY,TIDAK,M3,D1,M3D1
30/04/2017,01:29:09,-9.06,111.75,10,3.3,MLv,Pusat gempa di laut 108 km Tenggara Trenggalek - Jawa Timur,TIDAK,M3,D1,M3D1
30/04/2017,07:44:38,-9.89,111.66,10,3.6,MLv,Pusat gempa di laut 199 km Tenggara Pacitan - Jawa Timur,TIDAK,M3,D1,M3D1
30/04/2017,08:20:21,-9.67,111.72,10,3.4,MLv,Pusat gempa di laut 176 km Tenggara Trenggalek - Jawa Timur,TIDAK,M3,D1,M3D1
30/04/2017,10:49:50,-9.83,111.79,10,3.2,MLv,Pusat gempa dilaut 193 km Tenggara TRENGGALEK-JATIM,TIDAK,M3,D1,M3D1
30/04/2017,14:47:04,-9.63,111.82,10,3.6,MLv,Pusat gempa dilaut 171 km baratdaya Tulungagung-Jatim,TIDAK,M3,D1,M3D1
1/5/2017,08:23:11,-9.06,110.51,10,3.6,MLv,Pusat gempa di laut 114 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M3,D1,M3D1
1/5/2017,10:43:20,-9.55,111.73,10,4.4,MLv,Pusat gempa berada dilaut 162 km tengggara Trenggalek - Jawa Timur,TIDAK,M4,D1,M4D1
1/5/2017,10:56:41,-9.58,111.6,5,3.6,MLv,Pusat gempa di laut 165 km Tenggara PACITAN-JATIM,TIDAK,M3,D1,M3D1
1/5/2017,15:09:26,-9.79,109.41,10,4.2,MLv,Pusat gempa dilaut 233 km BaratDaya KULONPROGO-DIY,TIDAK,M4,D1,M4D1
1/5/2017,15:21:04,-9.3,110.55,10,3.7,MLv,Pusat gempa dilaut 139 km Barat Daya Pacitan Jawa Timur,TIDAK,M3,D1,M3D1
1/5/2017,15:26:58,-8.98,110.54,10,3,MLv,Pusat gempa dilaut 105 km Barat daya Gunung Kidul DIY,TIDAK,M2,D1,M2D1
2/5/2017,02:08:40,-8.97,110.86,9,3.3,MLv,Pusat gempa di laut 90 km BaratDaya PACITAN-JATIM,TIDAK,M3,D1,M3D1
2/5/2017,14:18:54,-9.46,111.73,10,3.9,MLv,Pusat gempa di laut 152km Tenggara Trenggalek - Jawa Timur,TIDAK,M3,D1,M3D1
2/5/2017,20:02:48,-9.65,111.8,10,4.7,M,Pusat gempa di 174 km BaratDaya TULUNGAGUNG-JATIM,TIDAK,M4,D1,M4D1
3/5/2017,05:19:45,-9.8,111.76,10,3.8,MLv,Pusat gempa di laut 190 km Tenggara Trenggalek - Jawa Timur,TIDAK,M3,D1,M3D1
4/5/2017,01:06:07,-8.79,110.65,15,2.8,MLv,Pusat gempa di laut 84 km BaratDaya PACITAN-JATIM,TIDAK,M2,D1,M2D1
4/5/2017,02:49:41,-9.88,111.92,10,3.6,MLv,"Pusat gempa di laut, 197 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M3,D1,M3D1
4/5/2017,03:40:24,-9.71,111.86,10,3.8,MLv,Pusat gempa di laut 179 km BaratDaya KAB-BLITAR-JATIM,TIDAK,M3,D1,M3D1
4/5/2017,13:08:42,-8.71,110.61,23,3,MLv,Pusat gempa di laut 75 km Barat Daya Gunungkidul - D.I. Yogyakarta,TIDAK,M2,D1,M2D1
5/5/2017,02:53:34,-5.84,110.02,555,4.9,MLv,Pusat gempa dilaut 109 km baratlaut Jepara-Jateng,TIDAK,M4,D3,M4D3
5/5/2017,15:17:56,-9.07,110.56,10,3.3,MLv,Pusat gempa dilaut 115 km baratdaya Gunungkidul-DIY,TIDAK,M3,D1,M3D1
6/5/2017,23:17:53,-8.69,110.07,12,3.6,MLv,"Pusat gempa di laut,92 km Barat Daya Bantul DIY",TIDAK,M3,D1,M3D1
7/5/2017,00:53:20,-8.4,108.79,10,4.4,MLv,Pusat gempa di laut 81 km Tenggara KAB-PANGANDARAN-JABAR,TIDAK,M4,D1,M4D1
7/5/2017,08:44:22,-8.48,111.37,10,2.9,MLv,Pusat gempa di laut 43 km Teanggara Pacitan Jawa-Timur,TIDAK,M2,D1,M2D1
9/5/2017,03:37:41,-8.86,111.33,10,2.9,MLv,Pusat gempa di laut 60 km Tenggara PACITAN-JATIM,TIDAK,M2,D1,M2D1
11/5/2017,00:34:59,-10,113.24,10,4,MLv,Pusat gempa dilaut 203 km Tenggara KAB-MALANG-JATIM.,TIDAK,M3,D1,M3D1
14/05/2017,01:13:09,-8.93,111.25,10,3,MLv,Pusat gempa dilaut 84 km tenggara Pacitan,TIDAK,M2,D1,M2D1
14/05/2017,02:05:21,-9.08,111.22,16,2.9,MLv,Pusat gempa dilaut 100 km tenggara Pacitan-Jatim,TIDAK,M2,D1,M2D1
14/05/2017,17:13:49,-8.81,111.37,124,3.5,MLv,Pusat gempa di laut 76 km Tenggara PACITAN-JATIM,TIDAK,M3,D2,M3D2
16/05/2017,21:06:20,-8.81,110.81,18,3.9,MLv,"Pusat gempa di laut, 77 km BaratDaya PACITAN-JATIM)",TIDAK,M3,D1,M3D1
20/05/2017,13:13:59,-7.36,111.8,21,2.6,MLv,Pusat gempa di darat 25 km Barat Daya Bojonegoro Jatim,TIDAK,M2,D1,M2D1
20/05/2017,19:31:39,-8.67,111.33,73,3,MLv,Pusat gempa di laut 59 km Renggara Pacitan Jatim,TIDAK,M2,D2,M2D2
21/05/2017,02:25:32,-9.14,112.98,20,2.8,MLv,Pusat gempa di Laut 104 km Tenggara Malang - Jawa Timur,TIDAK,M2,D1,M2D1
23/05/2017,06:51:20,-9.03,111.35,10,3.7,M,Pusat gempa di laut 98 km Tenggara Pacitan - Jawa Timur,TIDAK,M3,D1,M3D1
23/05/2017,07:10:20,-8.76,110.37,10,3.1,M,Pusat gempa di laut 85 km Barat Daya Gunungkidul - D.I. Yogyakarta,TIDAK,M3,D1,M3D1
23/05/2017,12:39:35,-9.24,111.94,11,3.3,MLv,"Pusat Gempa di laut, 127 km Barat Daya Blitar Jawa Timur",TIDAK,M3,D1,M3D1
23/05/2017,20:30:41,-9.04,112.86,20,2.9,MLv,Pusat gempa di laut 90 km Tenggara Malang Jatim,TIDAK,M2,D1,M2D1
24/05/2017,16:44:52,-9.01,111.97,10,5.7,M,"Pusat gempa di laut 101 km Barat Daya Kab. Blitar - Jawa Timur, Dirasakan di Karangkates, Batu, Malang, Blitar, Nganjuk, Tulungagung, Kediri, Wonogiri, Bantul II SIG-BMKG (III MMI) ::BMKG",YA,M5,D1,M5D1
25/05/2017,08:03:03,-8.88,110.27,10,3.3,MLv,Pusat gempa berada di laut 101 km Barat Daya Gunungkidul - D.I. Yogyakarta,TIDAK,M3,D1,M3D1
25/05/2017,08:08:36,-9.14,112.89,17,3.1,MLv,Pusat gempa berada di laut 101 km tenggara Kab. Malang - Jawa Timur,TIDAK,M3,D1,M3D1
25/05/2017,17:54:29,-8.99,110.91,55,2.8,MLv,Pusat gempa di laut 92 km BaratDaya PACITAN-JATIM ,TIDAK,M2,D1,M2D1
25/05/2017,18:05:12,-9.52,112.84,10,3.4,MLv,Pusat gempa di laut 142 km Tenggara Malang - Jatim,TIDAK,M3,D1,M3D1
25/05/2017,21:50:42,-9.29,112.44,10,3.1,MLv,Pusat gempa di laut 120 km BaratDaya Malang - Jawa Timur,TIDAK,M3,D1,M3D1
25/05/2017,23:16:26,-8.92,111.56,37,3,MLv,Pusat gempa di laut 94 km BaratDaya Trenggalek-Jatim,TIDAK,M2,D1,M2D1
26/05/2017,00:04:18,-7.39,110.36,114,2.6,MLv,Pusat gempa di darat 17 km Barat Daya Salatiga JawaTengah,TIDAK,M2,D2,M2D2
26/05/2017,21:22:07,-9.18,113.5,15,3,MLv,Pusat gempa berada di laut 114 km Barat Daya Jember - Jawa Timur,TIDAK,M2,D1,M2D1
27/05/2017,02:58:07,-8.95,109.99,16,3.3,MLv,Pusat gempa di laut 123km barat daya Bantul Yogyakarta,TIDAK,M3,D1,M3D1
29/05/2017,15:32:59,-9.5,111.8,10,3.5,MLv,Pusat gempa di laut 157 km BaratDaya TULUNGAGUNG-JATIM,TIDAK,M3,D1,M3D1
30/05/2017,01:31:00,-8.61,109.72,20,3.2,MLv,Pusat gempa dilaut 100 km baratdaya Kulonprogo-DIY,TIDAK,M3,D1,M3D1
30/05/2017,02:13:51,-9.29,110.43,10,3.6,MLv,Pusat gempa dilaut 141 km baratdaya Gunungkidul-DIY,TIDAK,M3,D1,M3D1
30/05/2017,12:17:43,-9.59,112.92,9,3.3,MLv,Pusat gempa di laut 151 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
1/6/2017,07:11:35,-8.59,109.85,37,3,MLv,Pusat gempa di laut 91 km BaratDaya Kulonprogo-DIY,TIDAK,M2,D1,M2D1
1/6/2017,09:21:42,-8.41,111.42,120,3.4,MLv,Pusat gempa di laut 41 km Tenggara Pacitan-JATIM,TIDAK,M3,D2,M3D2
1/6/2017,16:52:00,-8.42,108.63,81,3.4,MLv,Pusat gempa di laut 81 km BaratDaya KAB-PANGANDARAN-JABAR,TIDAK,M3,D2,M3D2
2/6/2017,12:38:59,-8.47,108.93,8,3.3,MLv,Pusat gempa di laut 86 km Barat Daya Cilacap - Jawa Tengah,TIDAK,M3,D1,M3D1
2/6/2017,15:40:16,-8.82,110.21,15,2.8,MLv,Pusat gempa di laut 98 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M2,D1,M2D1
2/6/2017,20:07:21,-8.31,110.62,121,2.5,MLv,Pusat gempa di laut 31 km Tenggara GUNUNGKIDUL-DIY,TIDAK,M2,D2,M2D2
2/6/2017,21:30:37,-8.88,112.99,114,3,MLv,Pusat gempa di laut 77 km Tenggara KAB-MALANG-JATIM,TIDAK,M2,D2,M2D2
3/6/2017,05:04:37,-9.25,113.43,10,3.5,MLv,Pusat gempa di laut 123 km BaratDaya Jember Jatim,TIDAK,M3,D1,M3D1
3/6/2017,16:47:03,-7.83,109.78,105,2.9,MLv,Pusat gempa di laut 22 km Tenggara Kebumen - Jawa Tengah,TIDAK,M2,D2,M2D2
4/6/2017,06:34:59,-9.19,113.49,23,3.3,MLv,"Pusat gempa di laut, 115 km Baratdaya Jember - JATIM",TIDAK,M3,D1,M3D1
4/6/2017,07:48:49,-7.65,110.51,14,2.5,MLv,"Pusat gempa di darat,18 km BaratDaya BOYOLALI-JATENG",TIDAK,M2,D1,M2D1
4/6/2017,15:58:27,-8.49,108.8,20,3.3,MLv,Pusat gempa dilaut 91 km baratdaya Cilacap-Jateng,TIDAK,M3,D1,M3D1
7/6/2017,18:05:14,-10.98,111.21,33,4,MLv,Pusat gempa di laut 309 km Tenggara PACITAN-JATIM,TIDAK,M3,D1,M3D1
8/6/2017,03:45:03,-7.37,110.64,10,2.6,MLv,Pusat gempa didarat 15 km tenggara Salatiga-Jateng,TIDAK,M2,D1,M2D1
8/6/2017,22:46:00,-9.01,111.36,27,3.5,MLv,Pusat gempa di Laut 96 km Tenggara Pacitan- Jawa Timur,TIDAK,M3,D1,M3D1
9/6/2017,13:37:39,-9.89,108.61,10,4,MLv,Pusat gempa di laut 245 km BaratDaya Pangandaran - Jawa Barat,TIDAK,M3,D1,M3D1
9/6/2017,19:09:18,-8.91,111.36,30,3.5,MLv,Pusat gempa di Laut 85 km Tenggara Pacitan - Jawa Timur,TIDAK,M3,D1,M3D1
9/6/2017,21:47:31,-8.88,110.5,10,2.9,MLv,Pusat gempa di Laut 95 km BaratDaya Gunungkidul-DIY,TIDAK,M2,D1,M2D1
10/6/2017,20:03:52,-9.13,112.59,10,3.1,MLv,Pusat gempa di laut 99 km BaratDaya KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
10/6/2017,22:06:28,-9.01,110.68,45,3.8,MLv,Pusat gempa di laut 101 km BaratDaya PACITAN-JATIM,TIDAK,M3,D1,M3D1
11/6/2017,03:40:24,-9.88,112.89,10,3.6,MLv,"Pusat gempa di laut, 183 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
12/6/2017,15:18:07,-8.81,110.48,26,2.8,MLv,Pusat gempa di laut 87 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M2,D1,M2D1
12/6/2017,17:41:43,-8.42,110.24,44,2.7,MLv,"Pusat gempa di laut, 60 km BaratDaya BANTUL-DIY",TIDAK,M2,D1,M2D1
13/06/2017,21:25:08,-8.22,109.55,98,3.3,MLv,Pusat gempa di laut 62 km Barat Daya Kebumen - Jawa Tengah,TIDAK,M3,D2,M3D2
13/06/2017,23:29:45,-9.18,111.56,16,3.3,MLv,Pusat gempa di laut 122 km Barat Daya Trenggalek - Jawa Timur,TIDAK,M3,D1,M3D1
15/06/2017,15:47:10,-8.5,112.65,137,2.8,MLv,Pusat gempa di laut 29 km BaratDaya Malang - Jawa Timur,TIDAK,M2,D2,M2D2
17/06/2017,01:43:13,-8.78,111.08,20,3.3,MLv,Pusat gempa di laut 66 km Barat Daya Pacitan - Jawa Timur,TIDAK,M3,D1,M3D1
17/06/2017,20:57:12,-8.75,111.45,79,2.8,MLv,Pusat gempa di laut 72 km Tenggara PACITAN-JATIM,TIDAK,M2,D2,M2D2
18/06/2017,21:12:50,-8.42,109.04,30,3.1,MLv,Pusat gempa di laut 80 km Tenggara Cilacap - Jawa Tengah,TIDAK,M3,D1,M3D1
20/06/2017,08:32:46,-8.99,113.76,117,2.4,MLv,Pusat gempa di laut 91 km Tenggara Jember - Jawa Timur,TIDAK,M2,D2,M2D2
21/06/2017,11:25:23,-9.43,111.42,83,3.1,MLv,pusat gempa di laut 141 km Tenggara Pacitan,TIDAK,M3,D2,M3D2
21/06/2017,23:49:51,-9,110.58,107,3.2,MLv,Pusat gempa di laut 107 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M3,D2,M3D2
22/06/2017,13:35:16,-8.64,109.9,20,3.1,MLv,"Pusat gempa di laut, 94 km BaratDaya KULONPROGO-DIY",TIDAK,M3,D1,M3D1
22/06/2017,13:42:20,-8.63,110.03,10,2.9,MLv,"Pusat gempa di laut, 89 km BaratDaya BANTUL-DIY",TIDAK,M2,D1,M2D1
22/06/2017,19:20:05,-10.27,112.8,10,3.9,MLv,"Pusat gempa di laut, 225 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
26/06/2017,19:22:25,-9.42,113.98,10,2.5,MLv,Pusat gempa di laut 137 km BaratDaya JEMBRANA-BALI,TIDAK,M2,D1,M2D1
26/06/2017,19:50:50,-9.49,112.9,10,3.1,MLv,Pusat gempa di laut 140 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
27/06/2017,11:33:43,-9.32,113.02,19,3.1,MLv,Pusat gempa di laut 124 km Tenggara Malang - Jawa Timur,TIDAK,M3,D1,M3D1
27/06/2017,17:01:34,-7.98,113.6,8,2.8,MLv,"Pusat gempa di darat, 18 km Tenggara Probolinggo Jatim",TIDAK,M2,D1,M2D1
28/06/2017,04:30:21,-8.89,112.61,16,3.6,MLv,Pusat gempa di laut 72 km baratdaya Kab. Malang-Jatim,TIDAK,M3,D1,M3D1
28/06/2017,21:52:27,-9.59,112.82,17,3,MLv,"Pusat gempa di laut, 150 km Tenggara KAB-MALANG-JATIM",TIDAK,M2,D1,M2D1
30/06/2017,05:04:54,-7.57,111.32,66,2.7,MLv,Pusat gempa di laut 9 km BaratLaut Magetan-Jatim,TIDAK,M2,D2,M2D2
1/7/2017,23:21:30,-7.66,111.19,6,2.7,MLv,Pusat gempa di darat 16 km BaratDaya Magetan - Jawa Timur,TIDAK,M2,D1,M2D1
2/7/2017,00:23:44,-9.28,110.3,10,3.8,MLv,Pusat gempa dilaut 143 km Baratdaya Gunungkidul - DIY,TIDAK,M3,D1,M3D1
2/7/2017,18:37:29,-9.12,110.63,30,2.9,MLv,Pusat gempa di laut 115 km BaratDaya PACITAN-JATIM,TIDAK,M2,D1,M2D1
3/7/2017,22:30:07,-7.74,110.37,120,2.6,MLv,Pusat gempa berada di darat 4 km Tenggara Sleman - D.I. Yogyakarta,TIDAK,M2,D2,M2D2
7/7/2017,18:02:12,-8.82,109.9,10,3.1,MLv,Pusat gempa di laut 112 km BaratDaya Bantul - DIY,TIDAK,M3,D1,M3D1
8/7/2017,14:23:38,-9.35,112.01,25,3.2,MLv,Pusat gempa di laut 137 km BaratDaya KAB-BLITAR-JATIM,TIDAK,M3,D1,M3D1
8/7/2017,22:27:23,-10.54,112.5,10,4,MLv,Pusat gempa di laut 262 km BaratDaya KAB MALANG-JATIM,TIDAK,M3,D1,M3D1
10/7/2017,17:07:57,-9.04,113.04,10,3,MLv,Pusat gempa di laut 95 km Tenggara Malang - Jawa Timur,TIDAK,M2,D1,M2D1
10/7/2017,17:17:04,-5.68,110.1,520,4.1,MLv,Pusat gempa di laut 117 km BaratLaut Jepara - Jawa Tengah,TIDAK,M4,D3,M4D3
10/7/2017,22:17:35,-6.98,111.48,198,3.6,MLv,Pusat gempa di laut 9 km Tenggara BLORA-JATENG,TIDAK,M3,D2,M3D2
11/7/2017,00:48:27,-8.64,108.55,50,3.1,MLv,Pusat gempa di laut 106 km BaratDaya KAB-PANGANDARAN-JABAR,TIDAK,M3,D1,M3D1
11/7/2017,01:38:00,-9.13,112.35,10,3.8,MLv,Pusat gempa di laut 106 km BaratDaya KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
11/7/2017,08:48:23,-8.56,112.41,111,3.2,MLv,Pusat gempa di laut 48 km BaratDaya KAB-MALANG-JATIM,TIDAK,M3,D2,M3D2
11/7/2017,09:09:41,-7.71,110.68,329,2.7,MLv,Pusat gempa di darat 8 km TimurLaut KLATEN-JATENG,TIDAK,M2,D3,M2D3
11/7/2017,15:34:43,-9.14,113.09,10,4.4,MLv,Pusat gempa dilaut 108 km Tenggara KAB-MALANG-JATIM,TIDAK,M4,D1,M4D1
11/7/2017,16:24:50,-9.22,113.06,10,3.2,M,Pusat gempa di Laut 115 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
14/07/2017,16:05:40,-8.74,110.55,30,4.2,MLv,"Pusat Gempa berada di laut 79 km Barat Daya Gunung Kidul - DIY, Dirasakan di Bantul, Sleman, Yogyakarta II SIG-BMKG (III MMI)",YA,M4,D1,M4D1
16/07/2017,00:45:46,-8.73,113.28,133,3.4,MLv,Pusat gempa di laut 72 km Tenggara LUMAJANG-JATIM,TIDAK,M3,D2,M3D2
16/07/2017,07:50:26,-7.34,110.05,15,2.9,MLv,Pusat gempa di darat 14 km BaratDaya TEMANGGUNG-JATENG,TIDAK,M2,D1,M2D1
17/07/2017,09:05:55,-9.54,111.9,11,4.5,MLv,Pusat gempa di laut 160 km BaratDaya KAB-BLITAR-JATIM,TIDAK,M4,D1,M4D1
17/07/2017,11:56:16,-9.22,112.914,10,2.9,MLv,Pusat gempa di laut 110 km Tenggara KAB-MALANG-JATIM,TIDAK,M2,D1,M2D1
19/07/2017,01:38:00,-9.23,113.18,30,3.5,MLv,Pusat gempa di laut 121 km Tenggara malang - Jawa Timur,TIDAK,M3,D1,M3D1
19/07/2017,02:43:05,-8.97,111.32,9,4,MLv,Pusat gempa di laut 91 km Tenggara Pacitan - Jawa Timur,TIDAK,M3,D1,M3D1
19/07/2017,15:27:24,-8.8,112.52,36,3.9,MLv,Pusat gempad berada di laut 65 Km Barat Daya Kab.Malang Jawa Timur,TIDAK,M3,D1,M3D1
20/07/2017,04:12:21,-9.04,110.47,10,5.3,MLv,"Pusat gempa dilaut 113 km baratdya Gunungkidul-DIY, Dirasakan di Yogyakarta II SIG (II-III MMI),Trenggalek, Nganjuk I SIG (I-II MMI)",YA,M5,D1,M5D1
20/07/2017,09:08:57,-9.21,112.51,8,2.8,MLv,Pusat gempa di laut 109 km BaratDaya KAB-MALANG-JATIM ,TIDAK,M2,D1,M2D1
21/07/2017,00:25:58,-8.57,108.73,10,4.7,MLv,Pusat gempa di laut 98 km Tenggara KAB-PANGANDARAN-JABAR,TIDAK,M4,D1,M4D1
21/07/2017,09:16:00,-9.9,112.05,20,3.7,MLv,Pusat gempa di laut 197 km BaratDaya KAB-BLITAR-JATIM,TIDAK,M3,D1,M3D1
21/07/2017,22:33:55,-8.89,112,15,3.4,MLv,Pusat gempa di laut 87 km BaratDaya KAB-BLITAR-JATIM,TIDAK,M3,D1,M3D1
22/07/2017,17:31:16,-8.25,110.45,21,2.6,MLv,Pusat gemps di laut 30 km Barat Daya  Gunung Kidul - DIY,TIDAK,M2,D1,M2D1
23/07/2017,12:28:59,-6.78,112.51,10,4.4,MLv,"Pusat gempa di laut 39 km Timur Laut Lamongan - Jawa Timur dirasakan di Tuban, Lamongan dan Gresik II SIG BMKG (II-III MMI)",YA,M4,D1,M4D1
