Datetime,Latitude,Longitude,Kedalaman,Magnitude,Type,Keterangan,Dirasakan,M,D,MD
3/16/2019,-8.68,112.74,15,3.2,MLv,"	Pusat gempa di laut 48 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
3/17/2019,-11.26,112.21,30,4,MLv,"	Pusat gempa di laut 339 km BaratDaya KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
3/18/2019,-8.96,112.14,10,3.9,M,"	Pusat gempa di laut, 92 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M3,D1,M3D1
3/19/2019,-7.87,111.93,5,3.5,MLv,"Pusat gempa didarat 10 km BaratDaya KOTA-KEDIRI-JATIM di rasakan di Sawahan, Loceret dan Ngetor (Kab. Nganjuk) I-II MMI",YA,M3,D1,M3D1
3/20/2019,-9.35,112.16,19,3.3,MLv,"	Pusat gempa di laut 135 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M3,D1,M3D1
3/21/2019,-6.8,119.4614498,32,0,,,,,,
3/22/2019,0,110.1531394,32,0,,,,,,
3/23/2019,-8.24,110.11,10,2.5,MLv,"	Pusat gempa di laut 46 km BaratDaya BANTUL-DIY",TIDAK,M2,D1,M2D1
3/24/2019,-8.87,112.52,10,3.1,MLv,"	Pusat gempa dilaut 81 km baratdaya Kab. Malang-Jatim",TIDAK,M3,D1,M3D1
3/25/2019,-6.2,107.5803459,32,0,,,,,,
3/26/2019,-9.32,113.51,12,3.6,MLv,"	Pusat gempa di laut 125 km BaratDaya JEMBER-JATIM",TIDAK,M3,D1,M3D1
3/27/2019,-4.3,111.4249746,32,0,,,,,,
3/28/2019,-2.6,110.933769,32,0,,,,,,
3/29/2019,-8.88,111.16,10,2.8,MLv,"	Pusat gempa dilaut 78 km tenggara Pacitan-Jatim",TIDAK,M2,D1,M2D1
3/30/2019,-9.09,112.5,31,2.9,MLv,"	Pusat gempa di laut 106 km BaratDaya Kab-Malang-JATIM",TIDAK,M2,D1,M2D1
3/31/2019,-8.98,112.33,10,2.7,MLv,"	Pusat gempa dilaut 95 km Tenggara KAB-BLITAR-JATIM",TIDAK,M2,D1,M2D1
4/1/2019,-8.85,111.01,10,2.6,,Pusat gempa di laut 75 km BaratDaya PACITAN-JATIM,TIDAK,M2,D1,M2D1
4/2/2019,-9.24,113.44,10,3.1,MLv,"	Pusat gempa dilaut 118 km BaratDaya Jember - Jawa Timu",TIDAK,M3,D1,M3D1
4/3/2019,-8.93,113.68,10,2.2,MLv,"	Pusat gempa di laut 81 km Tenggara JEMBER-JATIM",TIDAK,M2,D1,M2D1
4/4/2019,-8.81,110.27,26,3.1,MLv,"	Pusat gempa di laut 98 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M3,D1,M3D1
4/5/2019,-3.7,111.7281568,40,0,,,,,,
4/6/2019,-0.1,119.7804123,40,0,,,,,,
4/7/2019,-7.99,108.8,75,2.8,M,"	Pusat gempa di laut 37 Km Barat Daya Cilacap - Jawa Tengah",TIDAK,M2,D2,M2D2
4/8/2019,-9.21,112.66,30,3.4,MLv,"	Pusat gempa di laut, 119 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
4/9/2019,-7.63,110.7,10,2.4,MLv,"	Pusat gempa di darat 13 km Tenggara BOYOLALI-JATENG",TIDAK,M2,D1,M2D1
4/10/2019,-9.06,110.69,10,3.6,MLv,"	Pusat gempa di laut 108 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1
4/11/2019,-8.79,112.11,26,2.9,MLv,"	Pusat gempa di laut, 73 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M2,D1,M2D1
4/12/2019,-9.34,111.63,10,2.9,MLv,"	Pusat gempa berada di laut 139 km BaratDaya Trenggalek Jatim",TIDAK,M2,D1,M2D1
4/13/2019,-9.04,113.66,20,2.2,MLv,"	Pusat gempa dilaut 93 km tenggara Jember-Jatim",TIDAK,M2,D1,M2D1
4/14/2019,-9.45,112.91,10,3.4,MLv,"	Pusat gempa dilaut 149 km BaratDaya LUMAJANG-JATIM",TIDAK,M3,D1,M3D1
4/15/2019,-5,106.6876695,42,0,,,,,,
4/16/2019,-8.63,111.69,21,2.6,MLv,"	Pusat gempa di laut, 60 km BaratDaya TRENGGALEK-JATIM",TIDAK,M2,D1,M2D1
4/17/2019,-8.6,109.73,5,3,MLv,"	Pusat gempa di laut 99 km BaratDaya Kulonpogo",TIDAK,M2,D1,M2D1
4/18/2019,-9.33,110.82,10,3.6,MLv,"	pusat gempa di laut 131 km barat daya Pacitan Jatim",TIDAK,M3,D1,M3D1
4/19/2019,-8.51,109.72,27,2.8,MLv,"	Pusat gempa di laut 91 km BaratDaya KULONPROGO-DIY",TIDAK,M2,D1,M2D1
4/20/2019,-8.26,110.08,84,3.1,MLv,"	Pusat gempa di laut 50 km BaratDaya BANTUL-DIY",TIDAK,M3,D2,M3D2
4/21/2019,-9.33,109.49,10,4.3,MLv,"	Pusat gempa di laut 184 km BaratDaya KULONPROGO-DIY",TIDAK,M4,D1,M4D1
4/22/2019,-0.4,113.0841989,42,0,,,,,,
4/23/2019,-7.34,111.6,8,2.9,MLv,"	Pusat gempa di darat, 18 km TimurLaut NGAWI-JATIM",TIDAK,M2,D1,M2D1
4/24/2019,-9.11,112.94,25,3.4,MLv,"	Pusat gempa di laut 113 km BaratDaya LUMAJANG-JATIM",TIDAK,M3,D1,M3D1
4/25/2019,-10.58,113.56,10,3.5,MLv,"	Pusat gempa di laut 265 km BaratDaya JEMBER-JATIM",TIDAK,M3,D1,M3D1
4/26/2019,0.9,115.7982034,42,0,,,,,,
4/27/2019,-8.79,109.84,10,2.7,MLv,"	Pusat gempa di laut, 113 km BaratDaya BANTUL-DIY",TIDAK,M2,D1,M2D1
4/29/2019,-9.23,111.38,24,3,MLv,"	Pusat gempa di laut 120 km Tenggara PACITAN - JATIM",TIDAK,M2,D1,M2D1
4/30/2019,-0.8,113.6873562,42,0,,,,,,
5/1/2019,-8.61,111.11,10,2.6,MLv,"	Pusat gempa dilaut 47 km Tenggara Pacitan Jawa Timur",TIDAK,M2,D1,M2D1
5/2/2019,-8.74,113.3,116,2.7,MLv,"	Pusat gempa dilaut 67 km Tenggara LUMAJANG-JATIM",TIDAK,M2,D2,M2D2
5/3/2019,-5.7,108.1110332,50,0,,,,,,
5/4/2019,-8.28,109.75,94,2.9,MLv,"	Pusat gempa di laut 68 km Tenggara KEBUMEN-JATENG",TIDAK,M2,D2,M2D2
5/5/2019,-10.44,113.51,10,3.6,MLv,"	Pusat gempa 249 km Barat Daya Jember Jatim",TIDAK,M3,D1,M3D1
5/6/2019,-3.9,115.550429,50,0,,,,,,
5/7/2019,-10.79,113.63,10,4.4,MLv,"	Pusat gempa dilaut 283 km baratdaya Nusadua-Bali",TIDAK,M4,D1,M4D1
5/8/2019,-7.3,110.8239886,50,0,,,,,,
5/9/2019,-8.23,108.67,68,3.2,MLv,"	Pusat gempa di laut 61 km Tenggara KAB-PANGANDARAN-JABAR",TIDAK,M3,D2,M3D2
5/10/2019,-10.51,108.57,28,4.1,MLv,"	Pusat gempa di laut 312 km Tenggara KAB-PANGANDARAN-JABAR",TIDAK,M4,D1,M4D1
5/11/2019,-8.78,109.68,16,2.9,MLv,"	Pusat gempa dilaut 119 km BaratDaya Kulonprogo - DIY",TIDAK,M2,D1,M2D1
5/12/2019,-7.99,109.03,79,2.9,MLv,"	Pusat gempa dilaut 29 km Tenggara CILACAP-JATENG",TIDAK,M2,D2,M2D2
5/13/2019,-8.91,111.82,27,3.7,MLv,"	Pusat gempa dilaut 92 km tenggara Trenggalek-Jatim",TIDAK,M3,D1,M3D1
5/14/2019,-10.21,113.2,80,3.5,MLv,"	Pusat gempa di laut 229 km Barat daya Jember Jatim",TIDAK,M3,D2,M3D2
5/15/2019,-8.12,110.56,128,2.4,MLv,"	Pusat gempa di laut 20 km BaratDaya Gunung Kidul",TIDAK,M2,D2,M2D2
5/16/2019,-8.87,112.48,10,4.9,MLv,"	pusat gempa di laut 82 km Barat daya Kab. Malang Jatim",TIDAK,M4,D1,M4D1
5/17/2019,-5.7,107.2824069,52,0,,,,,,
5/18/2019,-6.66,112.58,10,3.3,M,"	pusat gempa di laut 54 km TimurLaut LAMONGAN-JATIM",TIDAK,M3,D1,M3D1
5/19/2019,-9.3,112.9,30,3.3,MLv,"	Pusat gempa di laut 134 km Baratdaya Lumajang - JATIM",TIDAK,M3,D1,M3D1
5/20/2019,-9.4,113.82,10,3,MLv,"	Pusat gempa di laut 135 km Tenggara JEMBER-JATIM",TIDAK,M2,D1,M2D1
5/21/2019,-7.6,118.256503,52,0,,,,,,
5/22/2019,-6.69,110.78,10,4.2,MLv,"	Pusat gempa di darat 14 km BaratLaut Kudus-Jateng. Dirasakan di Kudus, Demak dan Jepara II-III MMI",YA,M4,D1,M4D1
5/23/2019,-8.28,113.38,157,4.1,MLv,"	Pusat gempa di darat 23 km Tenggara LUMAJANG-JATIM",TIDAK,M4,D2,M4D2
5/24/2019,-10.4,113.45,30,4.1,MLv,"	Pusat gempa di laut 245 km BaratDaya JEMBER-JATIM",TIDAK,M4,D1,M4D1
5/25/2019,-8.59,109.93,116,2.9,MLv,"	Pusat gempa di laut 89 km BaratDaya bantul D.I.Yogyakarta",TIDAK,M2,D2,M2D2
5/26/2019,-11.25,112.01,10,4.1,MLv,"	Pusat gempa di laut 347 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M4,D1,M4D1
5/27/2019,-6.7,107.2031178,52,0,,,,,,
5/28/2019,-8.7,108.53,45,4.5,M,"	Pusat gempa di laut, 110 km Tenggara Kab. pangandaran Jabar",TIDAK,M4,D1,M4D1
5/29/2019,-8.46,112.82,119,3.1,M,"	pusat gema di laut 45 km tenggara Kab. Malang Jatim",TIDAK,M3,D2,M3D2
5/30/2019,-8.35,109.04,37,3.2,MLv, pusat gempa di laut 69 km Tenggara CIlacap Jateng,TIDAK,M3,D1,M3D1
5/31/2019,-9.15,112.64,15,3.1,MLv,"	Pusat gempa di laut 112 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
6/1/2019,-2.1,119.6873151,60,0,,,,,,
6/2/2019,-3.1,116.4256684,60,0,,,,,,
6/3/2019,-8.55,111.32,88,3,MLv,"	Pusat gempa di laut 47 km Tenggara PACITAN-JATIM",TIDAK,M2,D2,M2D2
6/4/2019,-8.55,111.06,70,2.6,MLv,"	Pusat gempa di laut 41 km BaratDaya PACITAN-JATIM",TIDAK,M2,D2,M2D2
6/5/2019,-7.34,108.6,76,3.6,,"	Pusat gempa di darat 39 km tenggara Kab. Sukabumi Jabar",TIDAK,M3,D2,M3D2
6/6/2019,-8.99,111.01,53,3.1,MLv,"	Pusat gempa dilaut 90 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1
6/7/2019,-6.3,109.8050037,60,0,,,,,,
6/8/2019,-9.02,112.43,10,3,MLv,"	Pusat gempa di laut, 99 km BaratDaya KAB-MALANG-JATIM",TIDAK,M2,D1,M2D1
6/9/2019,-10.1,108.68,10,3.7,MLv,"	pusat gempa di laut 266 km BaratDaya CILACAP-JATENG",TIDAK,M3,D1,M3D1
6/10/2019,-8.81,112.6,30,3,MLv,"	Pusat gempa di laut 74 km Tenggara KAB-MALANG-JATIM",TIDAK,M2,D1,M2D1
6/11/2019,-9.15,110.91,10,3.6,MLv,"	Pusat gempa dilaut 110 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1
6/12/2019,-5.1,119.6719764,62,0,,,,,,
6/13/2019,-9.17,112.94,30,3.4,MLv,"	Pusat gempa di laut 119 km BaratDaya LUMAJANG-JATIM",TIDAK,M3,D1,M3D1
6/14/2019,-5.2,115.0670304,62,0,,,,,,
6/15/2019,-10.35,111.14,60,4.2,MLv,"	Pusat gempa di laut 241 km Tenggara Pacitan Jatim",TIDAK,M4,D2,M4D2
6/16/2019,-8.87,112.49,30,3.5,MLv,"	Pusat gempa di laut, 81 km BaratDaya KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
6/17/2019,-8.33,109.23,10,3.1,MLv,"	71 km Tenggara Cilacap - Jawa Tengah",TIDAK,M3,D1,M3D1
6/18/2019,-8.91,110.99,20,3,MLv,"	Pusat gempa di laut 82 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
6/19/2019,-10.42,111.12,60,3.8,MLv,"	Pusat gempa di laut 249 km Tenggara PACITAN-JATIM",TIDAK,M3,D2,M3D2
6/20/2019,-2.1,116.4890276,62,0,,,,,,
6/21/2019,-8.42,108.69,29,5.1,M," Pusat gempa di laut, 82 km Tenggara KAB-PANGANDARAN-JABAR",TIDAK,M5,D1,M5D1
6/22/2019,-9.04,112.76,180,3,MLv,"	Pusat gempa 102 km Tenggara KAB-MALANG-JATIM",TIDAK,M2,D2,M2D2
6/23/2019,-9.27,113.49,22,3.4,MLv,"	Pusat gempa dilaut 120 km BaratDaya JEMBER-JATIM",TIDAK,M3,D1,M3D1
6/24/2019,-5.8,110.27,529,4.9,M,"	Pusat gempa dilaut 98 Km Barat Laut Jepara - Jateng",TIDAK,M4,D3,M4D3
6/25/2019,-4.6,113.2034025,62,0,,,,,,
6/26/2019,-9.02,110.48,11,4.1,M,"	pusat gempa di laut 114 km baratdaya gunungkidul",TIDAK,M4,D1,M4D1
6/27/2019,0.6,107.1901123,62,0,,,,,,
6/28/2019,-9.72,113.95,10,4,MLv,"	Pusat gempa di laut 168 km BaratDaya JEMBRANA-BALI",TIDAK,M3,D1,M3D1
6/29/2019,-8.49,108.83,12,5.1,MLv,"Pusat gempa di laut, 87 km BaratDaya CILACAP-JATENG",TIDAK,M5,D1,M5D1
6/30/2019,-6.4,118.4249623,62,0,,,,,,
7/1/2019,-2.8,119.9662214,70,0,,,,,,
7/2/2019,-10.69,111.14,10,3.7,MLv,"	Pusat gempa dilaut 279 km Tenggara Pacitan - Jawa Timur",TIDAK,M3,D1,M3D1
7/3/2019,-8.51,108.93,10,2.9,MLv,"	Pusat gempa di laut 87 km BaratDaya CILACAP-JATENG",TIDAK,M2,D1,M2D1
7/4/2019,-8.36,113.05,145,3.5,MLv,"	Pusat gempa di laut 32 km BaratDaya Lumajang-Jatim",TIDAK,M3,D2,M3D2
7/5/2019,-8.98,110.25,10,3.7,MLv,"	Pusat gempa dilaut 116 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M3,D1,M3D1
7/6/2019,-9.42,113.98,12,4.5,MLv,"	Pusat gempa di dlaut 137 km BaratDaya JEMBRANA-BAL",TIDAK,M4,D1,M4D1
7/7/2019,-7.46,113.17,6,3.2,MLv,"	Pusat gempa di laut 33 km BaratDaya SAMPANG-JATIM",TIDAK,M3,D1,M3D1
7/8/2019,-8.59,110.52,10,3.1,MLv,"	Pusat gempa di laut 67 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M3,D1,M3D1
7/9/2019,-8.95,112.31,10,3.4,MLv,Pusat gempa di laut 91 km Tenggara KAB-BLITAR-JATIM,TIDAK,M3,D1,M3D1
7/10/2019,-8.95,111.02,10,3,MLv,"Pusat gempa di laut, 86 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
7/11/2019,0,107.396762,72,0,,,,,,
7/12/2019,-3,116.352047,72,0,,,,,,
7/13/2019,-3.8,108.7519706,72,0,,,,,,
7/14/2019,-4.7,115.3829631,72,0,,,,,,
7/15/2019,-8.67,110.64,9,2.7,MLv,"	Pusat gempa di laut 75 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
7/16/2019,-8.68,110.35,10,2.8,MLv,"	Pusat gempa dilaut 81 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M2,D1,M2D1
7/17/2019,-8.74,110.9,18,3,MLv,"	Pusat gempa di laut 66 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
7/18/2019,-8.76,110.45,12,3,MLv,"Pusat gempa di laut, 86 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M2,D1,M2D1
7/19/2019,-9.74,110.77,10,3.5,MLv,"	Pusat gempa di laut 177 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1
7/20/2019,0.8,117.8615598,72,0,,,,,,
7/21/2019,-2.7,111.637223,72,0,,,,,,
7/22/2019,-8.91,110.55,20,3.4,MLv,"	Pusat gempa di laut 177 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1
7/23/2019,-9.13,113.18,25,3.6,MLv,"	Pusat gempa dilaut 102km baratdaya Gunungkidul-DIY",TIDAK,M3,D1,M3D1
7/24/2019,-4,111.0677588,72,0,,,,,,
7/25/2019,-3.7,119.8969327,72,0,,,,,,
7/26/2019,-8.83,112.8,30,3.1,MLv,"	Pusat gempa di laut 113 km tenggara Malang-Jatim",TIDAK,M3,D1,M3D1
7/27/2019,-2.7,115.7577392,72,0,,,,,,
7/28/2019,-8.93,111.9,10,4.5,MLv,"	Pusat gempa di laut 246 km Tenggara KAB-MALANG-JATIM",TIDAK,M4,D1,M4D1
7/29/2019,-11.3,112.32,10,4.2,MLv,"	Pusat gempa di laut 287 km BaratDaya CILACAP-JATENG",TIDAK,M4,D1,M4D1
7/30/2019,-10.27,112.93,10,3.9,M,"	Pusat gempa di laut 75 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1
7/31/2019,-8.33,108.75,70,2.7,MLv,"	239 KM BaratDaya lumajang - Jawa Timur",TIDAK,M2,D2,M2D2
8/1/2019,-8.5,108.87,22,3.1,MLv,"	Pusat gempa di laut, 87 km BaratDaya CILACAP-JATENG",TIDAK,M3,D1,M3D1
8/2/2019,-7.68,111.6,5,2.8,MLv,"	Pusat gempa di darat 8 km BaratDaya KAB-MADIUN-JATIM",TIDAK,M2,D1,M2D1
8/3/2019,-7.56,111.82,30,2.5,MLv,"	pusat gempa di darat 10 km Baratlaut NGANJUK- JATIM",TIDAK,M2,D1,M2D1
8/4/2019,-8.53,109.07,93,3.8,M,"	Pusat gempa dilaut 89 km Tenggara CILACAP-JATENG",TIDAK,M3,D2,M3D2
8/5/2019,-7.9,113.8974974,80,0,,,,,,
8/6/2019,-8.88,111.76,27,3.6,MLv,"	Pusat gempa dilaut 88 km tenggara TRENGGALEK-JATIM",TIDAK,M3,D1,M3D1
8/7/2019,-9.15,113.62,10,2.3,MLv,"	Pusat gempa di laut 106 km BaratDaya JEMBER-JATIM",TIDAK,M2,D1,M2D1
8/8/2019,-10.16,111.3,20,3.9,MLv,"Pusat gempa di laut, 221 km Tenggara PACITAN-JATIM",TIDAK,M3,D1,M3D1
8/9/2019,-1.2,116.5307639,80,0,,,,,,
8/10/2019,-8.92,110.62,10,3.1,MLv,"	Pusat gempa di laut 98 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1
8/11/2019,-8.47,109.77,30,3.5,MLv,"	Pusat gempa di laut 84 km BaratDaya KULONPROGO-DIY",TIDAK,M3,D1,M3D1
8/12/2019,-9.64,113.74,10,3,MLv,"	Pusat gempa di laut 160 km Tenggara JEMBER-JATIM",TIDAK,M2,D1,M2D1
8/13/2019,-9.58,113.96,10,2.9,MLv,"	Pusat gempa di laut 154 km BaratDaya JEMBRANA-BALI",TIDAK,M2,D1,M2D1
8/14/2019,-9.6,113.8,10,3.1,MLv,"	Pusat gempa dilaut 157 km Tenggara JEMBER-JATIM",TIDAK,M3,D1,M3D1
8/15/2019,-9.06,111.37,10,3.6,M,"	Pusat gempa di laut 102 km Tenggara PACITAN-JATIM",TIDAK,M3,D1,M3D1
8/16/2019,-3.8,117.7202322,82,0,,,,,,
8/17/2019,-8.84,110.39,9,3.2,MLv,Pusat gempa di laut 97 Km Barat Daya GUNUNGKIDUL - DIY,TIDAK,M3,D1,M3D1
8/18/2019,-6.2,110.8317416,82,0,,,,,,
8/19/2019,-8.96,111.91,35,3.4,MLv,"	Pusat gempa di laut 97 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M3,D1,M3D1
8/20/2019,-7.8,118.6889295,82,0,,,,,,
8/21/2019,-9.04,113.07,96,3.1,MLv,"	Pusat gempa di laut 102 km BaratDaya LUMAJANG-JATIM",TIDAK,M3,D2,M3D2
8/22/2019,-7.7,106.2860957,82,0,,,,,,
8/23/2019,-8.41,108.99,29,3.2,MLv,"	Pusat gempa di laut 76 km BaratDaya CILACAP-JATENG",TIDAK,M3,D1,M3D1
8/24/2019,-8.83,112.49,10,4.3,MLv,"Pusat gempa di laut, 77 km BaratDaya KAB-MALANG-JATIM, dirasakan di MALANG, BLITAR, TRENGGALEK, TULUNGAGUNG II-III MMI",YA,M4,D1,M4D1
8/25/2019,-8.39,110.93,10,2.6,MLv,"	Pusat gempa di laut 30 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
8/26/2019,-7.6,108.3570751,82,0,,,,,,
8/27/2019,-8.4,109.06,24,3.2,MLv,"Pusat gempa di laut, 75 km Tenggara CILACAP-JATENG",TIDAK,M3,D1,M3D1
8/28/2019,-8.56,108.94,53,4.1,MLv,"	Pusat gempa di laut 92 km BaratDaya CILACAP-JATENG",TIDAK,M4,D1,M4D1
8/29/2019,-8.24,109.22,36,2.7,MLv,"	Pusat gempa di laut 61 km Tenggara CILACAP-JATENG",TIDAK,M2,D1,M2D1
8/30/2019,-4.8,118.6346055,82,0,,,,,,
8/31/2019,-3.7,111.5689901,82,0,,,,,,
9/1/2019,-8.71,111.01,10,2.8,MLv,"	Pusat gempa di laut 97 km BaratDaya BANTUL-DIY",TIDAK,M2,D1,M2D1
9/2/2019,-9.25,112.13,10,3.3,MLv,"	Pusat gempa dilaut 124 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M3,D1,M3D1
9/3/2019,-7.84,112.12,22,2.7,MLv,"	Pusat gempa di darat 8 km Barat daya Kab. Kediri Jatim",TIDAK,M2,D1,M2D1
9/4/2019,-8.06,111.93,143,3.7,MLv,"Pusat gempa di laut, 3 km TimurLaut TULUNGAGUNG-JATIM",TIDAK,M3,D2,M3D2
9/5/2019,-8.57,110.98,10,2.8,MLv,"	Pusat gempa di laut, 45 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
9/6/2019,-8.58,110.24,10,2.6,MLv,"	Pusat gempa di laut 76 km BaratDaya BANTUL-DIY",TIDAK,M2,D1,M2D1
9/7/2019,-8.7,109.96,10,3,MLv,"	Pusat gempa di laut 98 km Barat daya Bantul DIY",TIDAK,M2,D1,M2D1
9/8/2019,-8.77,109.89,10,2.9,MLv,"	Pusat gempa dilaut 109 km BaratDaya BANTUL-DIY",TIDAK,M2,D1,M2D1
9/9/2019,-7.87,113.17,10,2.7,MLv,"	Pusat gempa di darat 11 km BaratDaya KOTA-PROBOLINGGO-JATIM",TIDAK,M2,D1,M2D1
9/10/2019,-9.35,113.38,29,4.8,MLv,"	Pusat gempa di laut 131 km BaratDaya JEMBER-JATIM, dirasakan di Blitar, Trenggalek, Malang, Lumajang, Banyuwangi II-III MMI ::BMKG",YA,M4,D1,M4D1
9/11/2019,-10.4,108.76,10,4.1,MLv,"	Pusat gempa dilaut 289 km baratdaya Cilacap-Jateng",TIDAK,M4,D1,M4D1
9/12/2019,-8.42,109.29,10,3.4,MLv,"	Pusat gempa di laut 83 km Tenggara CILACAP-JATENG",TIDAK,M3,D1,M3D1
9/13/2019,-8.9,112.6,60,3.2,MLv,"	Pusat gempa di laut 84 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D2,M3D2
9/14/2019,-4.5,113.3776408,92,0,,,,,,
9/15/2019,-8.78,112.54,10,3.8,MLv,"	Pusat gempa di laut 71 km baratdaya Malang-Jatim, dirasakan di Malang I-II MMI",YA,M3,D1,M3D1
9/16/2019,-9.81,110.2,10,3.7,MLv,"	Pusat gempa dilaut 206 km baratdaya Gunungkidul-DIY",TIDAK,M3,D1,M3D1
9/17/2019,-9.9,109.4,30,4,MLv,"	Pusat gempa dilaut 245 km BaratDaya BANTUL-DIY",TIDAK,M3,D1,M3D1
9/18/2019,-5.4,110.8388642,92,0,,,,,,
9/19/2019,-6.71,111.72,634,5.8,MLv,"	Pusat gempa di laut 40 km BaratLaut - Tuban Jawa Timu
	dirasakan di Madura, Malang, Denpasar, Mataram, Lombok Barat, Lombok Tengah, Sumbawa, Bima III MMI, Cilacap, Purworejo, Yogyakarta, Lumajang, Tuban, Trenggalek, Surabaya II- III MMI, Bandung II MMI ::BMKG",YA,M5,D3,M5D3
9/20/2019,-9.02,109.91,10,2.8,MLv,"	Pusat gempa dilaut 133 km BaratDaya BANTUL-DIY",TIDAK,M2,D1,M2D1
9/21/2019,-9.04,109.72,10,3.1,MLv,"	Pusat gempa di laut 144 km BaratDaya BANTUL-DIY",TIDAK,M3,D1,M3D1
9/22/2019,-7.32,111.62,11,3,MLv,"	Pusat gempa di darat&nbsp; 21&nbsp; km TimurLaut NGAWI-JATIM",TIDAK,M2,D1,M2D1
9/23/2019,-8.81,112.15,31,3.6,MLv,"	Pusat gempa di laut 75 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M3,D1,M3D1
9/24/2019,-2.7,115.5590465,92,0,,,,,,
9/25/2019,-8.82,110.42,55,2.7,MLv,"	Pusat gempa di laut 94 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M2,D1,M2D1
9/26/2019,-9.98,113.13,10,3.4,MLv,"	Pusat gempa di laut 205 km BaratDaya LUMAJANG-JATIM",TIDAK,M3,D1,M3D1
9/27/2019,-8.69,109.44,28,3.5,MLv,"	Pusat gempa di laut 115 km BaratDaya KEBUMEN-JATENG",TIDAK,M3,D1,M3D1
9/28/2019,-9.09,112.77,20,3.2,MLv,"	Pusat gempa di laut 108 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
9/29/2019,-6.87,108.55,30,3.2,MLv,"	Pusat gempa didarat 13 km TimurLaut KAB-KUNINGAN-JABAR",TIDAK,M3,D1,M3D1
9/30/2019,-8.82,108.64,18,3.2,MLv,"	Pusat gempa dilaut 125 Km Tenggara Pangandaran - Jawa Barat",TIDAK,M3,D1,M3D1
10/1/2019,-7.74,110.12,124,2.5,MLv,Pusat gempa di darat 10 km BaratLaut KULONPROGO-DIY,TIDAK,M2,D2,M2D2
10/2/2019,-1.1,115.0549175,102,0,,,,,,
10/3/2019,-6.6,114.0358588,102,0,,,,,,
10/4/2019,-7.84,110.46,13,2,MLv,"	Pusat gempa di darat 13 km Timur Laut Kab. Bantul DIY",TIDAK,M1,D1,M1D1
10/5/2019,-9.47,112.99,13,3.4,MLv,"	Pusat gempa di laut 150 km BaratDaya LUMAJANG-JATIM",TIDAK,M3,D1,M3D1
10/6/2019,-8.98,110.52,86,3.8,MLv,"	Pusat gempa di laut 110 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M3,D2,M3D2
10/7/2019,-8.8,110.48,11,3.8,MLv,"	Pusat gempa di laut 90 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M3,D1,M3D1
10/8/2019,-9.07,113.69,37,3,MLv,"	Pusat gempa dilaut 97 km Tenggara JEMBER-JATIM",TIDAK,M2,D1,M2D1
10/9/2019,-8.48,108.95,25,3.1,MLv,"	Pusat gempa dilaut 84 km BaratDaya Cilacap - Jawa Tengah",TIDAK,M3,D1,M3D1
10/10/2019,-3.5,117.9112976,10,0,,,,,,
10/11/2019,-1.5,115.6025833,10,0,,,,,,
10/12/2019,-8.8,110.19,30,2.9,MLv,"	Pusat gempa di laut 101 km BaratDaya BANTUL - DIY",TIDAK,M2,D1,M2D1
10/13/2019,0.6,116.1683949,10,0,,,,,,
10/14/2019,-8.55,110.71,26,2.7,MLv,"	Pusat gempa di laut 60 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
