Tanggal,OriginTime,Latitude,Longitude,Kedalaman (km),Magnitude,Type,Keterangan,Dirasakan,M,D,MD,No
7/14/2017,16:05:40,-8.74,110.55,30,4.2,MLv,"Pusat Gempa berada di laut 79 km Barat Daya Gunung Kidul - DIY, Dirasakan di Bantul, Sleman, Yogyakarta II SIG-BMKG (III MMI)",YA,M4,D1,M4D1,193
7/15/2017,17:05:40,-3.8,114.4482832,72,0,,,,,,,194
7/16/2017,00:45:46,-8.73,113.28,133,3.4,MLv,Pusat gempa di laut 72 km Tenggara LUMAJANG-JATIM,TIDAK,M3,D2,M3D2,195
7/17/2017,09:05:55,-9.54,111.9,11,4.5,MLv,Pusat gempa di laut 160 km BaratDaya KAB-BLITAR-JATIM,TIDAK,M4,D1,M4D1,196
7/18/2017,10:05:55,-7.4,119.2603924,72,0,,,,,,,197
7/19/2017,01:38:00,-9.23,113.18,30,3.5,MLv,Pusat gempa di laut 121 km Tenggara malang - Jawa Timur,TIDAK,M3,D1,M3D1,198
7/20/2017,04:12:21,-9.04,110.47,10,5.3,MLv,"Pusat gempa dilaut 113 km baratdya Gunungkidul-DIY, Dirasakan di Yogyakarta II SIG (II-III MMI),Trenggalek, Nganjuk I SIG (I-II MMI)",YA,M5,D1,M5D1,199
7/21/2017,00:25:58,-8.57,108.73,10,4.7,MLv,Pusat gempa di laut 98 km Tenggara KAB-PANGANDARAN-JABAR,TIDAK,M4,D1,M4D1,200
7/22/2017,17:31:16,-8.25,110.45,21,2.6,MLv,Pusat gemps di laut 30 km Barat Daya  Gunung Kidul - DIY,TIDAK,M2,D1,M2D1,201
7/23/2017,12:28:59,-6.78,112.51,10,4.4,MLv,"Pusat gempa di laut 39 km Timur Laut Lamongan - Jawa Timur dirasakan di Tuban, Lamongan dan Gresik II SIG BMKG (II-III MMI)",YA,M4,D1,M4D1,202
7/24/2017,14:38:17,-9.36,112.77,10,3.6,MLv,Pusat gempa di laut 124 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1,203
7/25/2017,19:19:01,-7.36,111.66,16,3.2,MLv,Pusat gempa di darat 23 km TimurLaut NGAWI-JATIM,TIDAK,M3,D1,M3D1,204
7/26/2017,20:19:01,-1.5,118.0751793,72,0,,,,,,,205
7/27/2017,12:24:07,-8.88,110.6,10,3.7,MLv,Pusat gempa di laut 94 km BaratDaya Gunungkidul-DIY,TIDAK,M3,D1,M3D1,206
7/28/2017,09:06:24,-9.14,113.03,12,4,MLv,Pusat gempa berada di laut 105 km Tenggara Kab.Malang - Jawa Timur,TIDAK,M3,D1,M3D1,207
7/29/2017,02:29:20,-9.69,111.94,10,3.7,MLv,Pusat gempa di laut 175 km Barat Daya Kab. Blitar - Jawa Timur,TIDAK,M3,D1,M3D1,208
7/31/2017,12:23:06,-8.43,109.07,10,3.4,MLv,Pusat gempa di laut 78 km Tenggara CILACAP-JATENG,TIDAK,M3,D1,M3D1,209
8/1/2017,13:34:50,-9.54,113.74,7,4.4,MLv,Pusat Gempa d Laut 151 km Tenggara Jember - Jawa Timur,TIDAK,M4,D1,M4D1,210
8/2/2017,23:49:09,-9.43,110.44,10,3.9,M,Pusat gempa di laut 156 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M3,D1,M3D1,211
8/3/2017,02:45:01,-9.65,113.91,10,3.5,M,Pusat gempa di Laut 163 km BartDaya Jembaran - Bali,TIDAK,M3,D1,M3D1,212
8/4/2017,18:17:36,-8.68,113.71,105,3.3,MLv,"Pusat gempa di laut, 56 km Tenggara JEMBER-JATIM",TIDAK,M3,D2,M3D2,213
8/5/2017,13:47:44,-10.64,113.47,20,3.8,MLv,Pusat gempa di laut 275 km BaratDaya JEMBER-JATIM,TIDAK,M3,D1,M3D1,214
8/6/2017,17:38:23,-9.27,110.84,10,3.4,M,Pusat gempa di laut 124 km Barat Daya Pacitan - Jawa Timur,TIDAK,M3,D1,M3D1,215
8/7/2017,00:52:14,-8.29,110.21,89,2.9,MLv,Pusat gempa di laut 45 km BaratDaya BANTUL-DIY,TIDAK,M2,D2,M2D2,216
8/8/2017,03:56:30,-10.64,113.2,20,4.1,MLv,Pusat gempa di Laut 271 km Tenggara kab Malang - Jawa Timur,TIDAK,M4,D1,M4D1,217
8/9/2017,16:50:35,-9.7,113.16,10,4.1,MLv,Pusat gempa dilaut 169 km tenggara Kab. Malang-Jatim,TIDAK,M4,D1,M4D1,218
8/10/2017,22:01:29,-8.11,110.45,5,2.5,MLv,Pusat gempa di laut 20 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M2,D1,M2D1,219
8/11/2017,11:38:34,-8.49,110.11,42,4,MLv,Pusat gempa di laut 70 km BaratDaya BANTUL-DIY,TIDAK,M3,D1,M3D1,220
8/12/2017,05:51:59,-8.9,112.12,30,3.5,MLv,Pusat gempa di laut 86 km BaratDaya KAB-BLITAR-JATIM,TIDAK,M3,D1,M3D1,221
8/13/2017,00:35:45,-8.86,110.68,10,3.9,MLv,Pusat gempa di laut 89 km BaratDaya PACITAN-JATIM,TIDAK,M3,D1,M3D1,222
8/14/2017,10:44:29,-8.79,110.47,20,3.2,MLv,Pusat gempa di laut 85 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M3,D1,M3D1,223
8/15/2017,06:20:59,-8.59,108.82,62,3.9,MLv,Pusat Gempa di laut 101 km Barat Daya Cilacap - Jawa Tengah,TIDAK,M3,D2,M3D2,224
8/16/2017,11:49:11,-8.52,110.85,8,3,MLv,Pusat gempa di laut 47 km BaratDaya PACITAN-JATIM,TIDAK,M2,D1,M2D1,225
8/17/2017,12:36:55,-9.62,113.73,10,3.3,MLv,Pusat gempa di laut 160 km Tenggara JEMBER-JATIM,TIDAK,M3,D1,M3D1,226
8/18/2017,08:44:28,-11.21,112.22,10,4.5,MLv,"Pusat gempa di laut, 334 km Barat Daya Kab. Malang Jatim",TIDAK,M4,D1,M4D1,227
8/19/2017,12:38:33,-9.7,109.24,10,4,MLv,"Pusat gempa di laut, 223 km Tenggara CILACAP-JATENG",TIDAK,M3,D1,M3D1,228
8/20/2017,10:53:48,-8.05,110.95,108,2.9,MLv,Pusat gempa di darat 21 km BaratDaya WONOGIRI-JATENG,TIDAK,M2,D2,M2D2,229
8/21/2017,15:28:11,-8.69,110.31,16,3.3,MLv,Pusat gempa di laut 80 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M3,D1,M3D1,230
8/22/2017,01:06:05,-9.38,113.5,10,3.3,MLv,Pusat gempa di laut 135 km Barat Daya  Jember - Jawa Timur,TIDAK,M3,D1,M3D1,231
8/23/2017,02:00:00,-8.57,108.55,30,3.7,MLv,Pusat gempa di laut 99 km BaratDaya KAB-PANGANDARAN-JABAR,TIDAK,M3,D1,M3D1,232
8/24/2017,05:33:20,-9.5,112.79,20,3.7,MLv,Pusat gempa di laut 140 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1,233
8/25/2017,07:14:43,-8.52,108.6,60,3.3,MLv,Pusat gempa di laut 93 km Barat Daya Kab. Pangandaran - Jawa Barat,TIDAK,M3,D2,M3D2,234
8/27/2017,00:02:21,-10.56,111.06,10,5.5,M,Pusat gempa di laut 264 km Barat Daya Pacitan - Jawa Timur,TIDAK,M5,D1,M5D1,235
8/28/2017,01:02:21,-2.3,117.0938311,82,0,,,,,,,236
8/29/2017,09:39:59,-8.59,109.98,10,3,MLv,Pusat gempa di laut 86 km BaratDaya BANTUL-DIY,TIDAK,M2,D1,M2D1,237
8/30/2017,00:10:13,-8.51,109.21,30,3.5,MLv,Pusat gempa dilaut 92 km tenggara Cilacap-Jateng,TIDAK,M3,D1,M3D1,238
8/31/2017,05:06:36,-8.59,109.12,10,3.1,MLv,Pusat gempa di laut 99 km Tenggara CILACAP-JATENG,TIDAK,M3,D1,M3D1,239
9/1/2017,03:47:32,-11.64,112.72,10,5.1,M,Pusat gempa dilaut 377 km Tenggara Kab. Malang Jawa Timur,TIDAK,M5,D1,M5D1,240
9/2/2017,16:55:42,-10.14,111.15,10,3.8,MLv,Pusat gempa di laut 217 km Tenggara PACITAN-JATIM,TIDAK,M3,D1,M3D1,241
9/3/2017,09:14:59,-8.84,113.04,99,3,MLv,Pusat gempa di laut 75 km Tenggara KAB-MALANG-JATIM,TIDAK,M2,D2,M2D2,242
9/4/2017,10:14:59,-6.1,106.3226486,90,0,,,,,,,243
9/5/2017,11:14:59,-0.8,109.6900202,90,0,,,,,,,244
9/6/2017,12:14:59,-3.4,117.9411862,90,0,,,,,,,245
9/7/2017,08:35:43,-9.44,113.92,15,3.7,MLv,Pusat gempa di laut 142 km BaratDaya JEMBRANA-BALI,TIDAK,M3,D1,M3D1,246
9/8/2017,22:47:59,-8.91,112.73,10,3.5,M,Pusat gempa diluat 74 km tenggar kab Malang,TIDAK,M3,D1,M3D1,247
9/9/2017,04:03:53,-8.65,109.76,12,3.7,MLv,Pusat di laut 101 km BaratDaya KULONPROGO-DIY,TIDAK,M3,D1,M3D1,248
9/10/2017,20:38:52,-9.44,113.5,13,3.1,MLv,Pusat gempa di laut 142 km BaratDaya JEMBER-JATIM,TIDAK,M3,D1,M3D1,249
9/11/2017,21:38:52,-0.8,119.7286815,92,0,,,,,,,250
9/12/2017,22:38:52,0.8,109.3137644,92,0,,,,,,,251
9/13/2017,05:34:38,-9.53,112.86,10,3.3,MLv,Pusat gempa di laut 144 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1,252
9/14/2017,13:49:31,-8.2,109.74,10,3,M,Pusat gempa di laut 59 km Tenggara KEBUMEN-JATENG,TIDAK,M2,D1,M2D1,253
9/15/2017,00:05:22,-9.03,110.27,25,2.9,MLv,Pusat gempa di laut 117 km Barat Daya Gunung Kidul Yogyakarta,TIDAK,M2,D1,M2D1,254
9/16/2017,01:55:35,-8.63,108.85,22,3.7,MLv,Pusat gempa di laut 105 km BaratDaya CILACAP-JATENG,TIDAK,M3,D1,M3D1,255
9/17/2017,01:46:46,-9.4,113.86,10,3.3,M,Pusat gempa dilaut 137 km tenggara Jember-Jatim,TIDAK,M3,D1,M3D1,256
9/18/2017,04:27:12,-9.1,112.53,60,3.5,MLv,Pusat gempa di laut 97 km Barat Daya Kab. Malang - Jawa Timur,TIDAK,M3,D2,M3D2,257
9/19/2017,05:27:12,-3.7,107.8505893,92,0,,,,,,,258
9/20/2017,21:22:08,-9.38,113.99,9,3.5,M,Pusat gempa di laut 132 km BaratDaya JEMBRANA-BALI,TIDAK,M3,D1,M3D1,259
9/21/2017,05:53:01,-8.45,111.37,16,2.9,MLv,Pusat gempa di laut 42 km Tenggara PACITAN-JATIM,TIDAK,M2,D1,M2D1,260
9/22/2017,06:53:01,0.4,109.3837108,92,0,,,,,,,261
9/23/2017,05:07:52,-8.48,108.95,37,4.7,MLv,"Pusat gempa di laut&nbsp; 87 km BaratDaya CILACAP-JATENG dirasakan Kretek, Bantul, dan Cilacap I SIG-BMKG II MMI",YA,M4,D1,M4D1,262
9/24/2017,08:58:30,-7.78,110.52,4,2.5,MLv,Pusat gempa di darat 16 km BaratDaya KLATEN-JATENG,TIDAK,M2,D1,M2D1,263
9/25/2017,09:58:30,-7.4,116.0622152,92,0,,,,,,,264
9/26/2017,01:36:41,-9.17,113.17,10,3.4,MLv,Pusat gempa berada dilaut 114 km Tenggara Kab. Malang - Jawa Timur,TIDAK,M3,D1,M3D1,265
9/27/2017,21:28:06,-9.02,111.27,10,3.2,MLv,Pusat gempa di laut 95 km Tenggara Pacitan - Jawa Timur,TIDAK,M3,D1,M3D1,266
9/28/2017,03:13:27,-9.03,111.21,10,3.5,MLv,Pusat gempa di laut 95 km Tenggara PACITAN-JATIM,TIDAK,M3,D1,M3D1,267
9/29/2017,01:50:20,-8.72,113.99,88,3.3,M,Pusat gempa di laut&nbsp;68 km Tenggara JEMBER-JATIM,TIDAK,M3,D2,M3D2,268
9/30/2017,07:21:54,-8.78,110.3,11,3.3,MLv,"Pusat gempa dilaut , 90 km Barat daya Gunung Kidul DIY",TIDAK,M3,D1,M3D1,269
10/1/2017,08:21:54,-1.1,108.7338204,102,0,,,,,,,270
10/2/2017,00:07:29,-9.44,112.22,10,3.3,MLv,Pusat gempa di laut&nbsp;144 km BaratDaya KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1,271
10/3/2017,14:22:01,-10.15,111.34,32,3.6,MLv,Pusat gempa dilaut 220 km tenggara Pacitan-Jatim,TIDAK,M3,D1,M3D1,272
10/4/2017,08:50:49,-8.77,112,10,2.8,MLv,Pusat gempa di laut 75 km BaratDaya Blitar-Jawa Timur,TIDAK,M2,D1,M2D1,273
10/5/2017,20:25:46,-9.34,113.29,7,3.2,MLv,Pusat gempa di laut 137 km BaratDaya JEMBER-JATIM,TIDAK,M3,D1,M3D1,274
10/6/2017,21:25:46,-4.6,115.0518199,102,0,,,,,,,275
10/7/2017,15:37:14,-10.47,112.21,20,4,MLv,Pusat gempa di laut 253 km BaratDaya KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1,276
10/8/2017,16:37:14,-3.9,108.4101966,102,0,,,,,,,277
10/9/2017,17:37:14,-5.1,107.0257282,102,0,,,,,,,278
10/10/2017,11:29:49,-8.83,111.24,10,3.4,MLv,Pusat gempa dilaut 73 km Tenggara PACITAN-JATIM,TIDAK,M3,D1,M3D1,279
10/11/2017,12:42:21,-10.42,112.32,10,4,MLv,"Pusat gempa di laut, 245 km Barat Daya kab. Malang Jatim",TIDAK,M3,D1,M3D1,280
10/12/2017,13:42:21,-5.3,118.3564203,10,0,,,,,,,281
10/13/2017,04:13:17,-9.3,112.81,10,3.1,MLv,Pusat gempa di laut 118 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1,282
10/14/2017,05:35:40,-10.55,112.27,10,4.8,MLv,Pusat gempa di laut 261 km BaratDaya KAB-MALANG-JATIM,TIDAK,M4,D1,M4D1,283
10/15/2017,01:51:14,-10.59,111.23,10,4.1,MLv,Pusat gempa dilaut 268 km Tenggara Pacitan - Jawa Timur,TIDAK,M4,D1,M4D1,284
10/16/2017,04:34:32,-10.29,111.35,10,4,MLv,Pusat gempa dilaut 236 km tenggara Pacitan-JATIM,TIDAK,M3,D1,M3D1,285
10/17/2017,21:43:18,-8.97,110.43,10,3,MLv,Pusat gempa dilaut 106 km baratdaya Gurungkidul-DIY,TIDAK,M2,D1,M2D1,286
10/18/2017,17:07:11,-10.5,112.23,10,4.1,MLv,Pusat gempa di laut 256 km BaratDaya Malang - Jawa Timur,TIDAK,M4,D1,M4D1,287
10/19/2017,03:49:15,-7.02,111.93,9,3.8,MLv,Pusat gempa di darat 15 km TimurLaut BOJONEGORO-JATIM,TIDAK,M3,D1,M3D1,288
10/20/2017,04:49:15,-7.6,109.9586554,10,0,,,,,,,289
10/21/2017,05:49:15,-3.3,107.1269727,10,0,,,,,,,290
10/22/2017,13:57:09,-9.01,112.79,30,3,MLv,"Pusat gempa di laut, 85 km Tenggara KAB-MALANG-JATIM",TIDAK,M2,D1,M2D1,291
10/23/2017,05:14:09,-8.57,111.6,113,3.5,MLv,Pusat gempa di laut 55 km BaratDaya TRENGGALEK-JATIM,TIDAK,M3,D2,M3D2,292
10/24/2017,16:47:31,-8.59,109.22,30,3,MLv,Pusat Gempa di laut 99 km Tenggara CILACAP-JATENG,TIDAK,M2,D1,M2D1,293
10/25/2017,16:35:35,-9.75,112.91,10,5,MLv,Pusat gempa di laut 168 km Tenggara KAB.MALANG-JATIM,TIDAK,M4,D1,M4D1,294
10/26/2017,02:18:21,-8.38,108.99,18,4.2,MLv,"Pusat gempa di laut 75 km BaratDaya CILACAP-JATENG, Dirasakan di Cilacap I SIG-BMKG (II MMI)",YA,M4,D1,M4D1,295
10/27/2017,05:53:57,-8.89,110.87,24,3.6,MLv,Pusat gempa di laut 83 km BaratDaya Pacitan - Jawa Timur,TIDAK,M3,D1,M3D1,296
10/28/2017,06:53:57,-5.6,107.6221566,10,0,,,,,,,297
10/29/2017,01:53:36,-10.27,111.91,10,3.9,MLv,Pusat gempa dilaut 240 km Barat Daya Kab Blitar Jatim,TIDAK,M3,D1,M3D1,298
10/30/2017,02:53:36,-2.8,113.412438,10,0,,,,,,,299
10/31/2017,09:48:15,-9.15,113.04,10,4.1,MLv,Pusat gempa di laut 107 km Tenggara KAB.MALANG-JATIM,TIDAK,M4,D1,M4D1,300
11/1/2017,00:24:25,-9.38,113.92,10,3.7,M,"Pusat gempa di laut, 136 km Tenggara Jember Jatim",TIDAK,M3,D1,M3D1,301
11/2/2017,16:47:53,-9.47,112.85,10,3.5,MLv,Pusat gempa di laut 137 km tenggara Kab. Malang,TIDAK,M3,D1,M3D1,302
11/3/2017,16:58:06,-8.74,110.75,25,2.8,MLv,Pusat gempa di dilaut 73 km BaratDaya PACITAN JATIM,TIDAK,M2,D1,M2D1,303
11/4/2017,17:58:06,-1.1,108.7145674,112,0,,,,,,,304
11/5/2017,13:49:48,-7.8,110.54,5,1.6,MLv,Pusat gempa di darat 15 km BaratDaya KLATEN-JATENG,TIDAK,M1,D1,M1D1,305
11/6/2017,14:49:48,-7.3,107.020867,112,0,,,,,,,306
11/7/2017,00:16:29,-9.52,113.1,10,3.7,MLv,Pusat gempa di laut 101 km Tenggara PACITAN-JATIM,TIDAK,M3,D1,M3D1,307
11/8/2017,07:13:56,-7.98,113.72,9,2.2,MLv,Pusat gempa di darat 20 km BaratDaya BONDOWOSO-JATIM,TIDAK,M2,D1,M2D1,308
11/9/2017,16:57:16,-7.65,108.6,123,3.3,MLv,Pusat gempa di darat 6 km BaratLaut PANGANDARAN-JABAR,TIDAK,M3,D2,M3D2,309
11/10/2017,06:54:35,-9.4,112.85,10,4,MLv,Pusat gempa dilaut 129 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1,310
11/11/2017,07:54:35,-5.1,119.4774251,11,0,,,,,,,311
11/12/2017,08:54:35,-1.2,119.1745815,11,0,,,,,,,312
11/13/2017,00:15:29,-8.94,111.84,10,3.5,MLv,Pusat gempa di laut 95 km BaratDaya TULUNGAGUNG-JATIM,TIDAK,M3,D1,M3D1,313
11/14/2017,00:33:10,-8.63,113.28,77,2.8,MLv,Pusat gempa dilaut 61 Km Tenggara Lumajang - Jawa Timur,TIDAK,M2,D2,M2D2,314
11/15/2017,07:02:19,-9.21,112.57,10,3.4,MLv,Pusat gempa dilaut 108 km baratdaya Kab.Malang-Jatim,TIDAK,M3,D1,M3D1,315
11/16/2017,07:53:43,-9.09,113.14,20,3.4,MLv,Pusat gempa di laut 105 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1,316
11/17/2017,08:53:43,-1.1,110.5288731,11,0,,,,,,,317
11/18/2017,23:56:43,-8.9,110.22,10,2.9,MLv,Pusat gempa di laut 106 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M2,D1,M2D1,318
11/19/2017,03:57:50,-8.74,111.58,10,3.2,MLv,Pusat gempa di laut 74 km BaratDaya TRENGGALEK-JATIM,TIDAK,M3,D1,M3D1,319
11/20/2017,04:57:50,-1.5,106.4090363,11,0,,,,,,,320
11/21/2017,17:38:58,-9.53,112.89,10,3.6,MLv,Pusat gempa di laut 144 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1,321
11/22/2017,16:28:14,-10.64,112.36,20,4.1,MLv,Pusat gempa di laut 269 km BaratDaya Malang -Jawa Timur,TIDAK,M4,D1,M4D1,322
11/23/2017,12:51:01,-9.04,110.64,9,3.2,MLv,Pusat gempa di laut 108 km BaratDaya PACITAN-JATIM,TIDAK,M3,D1,M3D1,323
11/24/2017,05:55:22,-8.91,110.66,11,3.3,MLv,"Pusat gempa di laut, 95 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1,324
11/25/2017,09:00:31,-8.61,108.59,20,3.8,M,"Pusat gempa di laut, 103 km BaratDaya KAB-PANGANDARAN-JABAR",TIDAK,M3,D1,M3D1,325
11/26/2017,19:21:16,-9.23,113.6,23,2.9,MLv,Pusat gempa di laut 117 km BaratDaya JEMBER-JATIM,TIDAK,M2,D1,M2D1,326
11/27/2017,05:57:17,-8,113.69,4,2.7,MLv,Pusat gempa di darat 19 km BaratLaut JEMBER-JATIM,TIDAK,M2,D1,M2D1,327
11/28/2017,16:47:54,-9.18,113.32,10,3.5,MLv,Pusat gempa di laut 119 km BaratDaya JEMBER-JATIM,TIDAK,M3,D1,M3D1,328
11/30/2017,15:09:06,-9.01,111.96,43,3.4,MLv,"Pusat gempa di laut, 101 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M3,D1,M3D1,329
12/1/2017,06:07:36,-9.98,113.07,10,3.7,MLv,Pusat gempa di laut 197 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1,330
12/2/2017,07:07:36,-2.3,108.2072555,122,0,,,,,,,331
12/3/2017,08:07:36,-2.3,114.6545866,122,0,,,,,,,332
12/4/2017,09:07:36,-2.1,119.0202117,122,0,,,,,,,333
12/5/2017,04:20:20,-8.87,111.44,15,3.4,MLv,Pusat gempa di laut 85 km Tenggara Pacitan - Jawa Timur,TIDAK,M3,D1,M3D1,334
12/6/2017,00:15:57,-7.83,110.52,10,2.1,MLv,"Pusat gempa di darat, 18 km TimurLaut BANTUL-DIY",TIDAK,M2,D1,M2D1,335
12/7/2017,00:41:00,-8.19,113.8,140,3.3,MLv,Pusat gempa di laut 11 km Tenggara JEMBER-JATIM,TIDAK,M3,D2,M3D2,336
12/8/2017,20:48:24,-9.6,112.89,10,3.8,MLv,Pusat gempa dilaut 152 km Tenggara Kab Malang Jatim,TIDAK,M3,D1,M3D1,337
12/9/2017,09:54:36,-9.09,112.28,32,3.5,MLv,Pusat gempa di laut 105 km BaratDaya KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1,338
12/10/2017,17:22:51,-9.07,111.52,10,3.6,MLv,"Pusat gempa di laut, 107 km Tenggara Kab. Pacitan - JATIM",TIDAK,M3,D1,M3D1,339
12/11/2017,02:37:23,-8.1,111.89,114,3.1,MLv,Pusat gempa di laut 8 km BaratDaya TULUNGAGUNG-JATIM,TIDAK,M3,D2,M3D2,340
12/12/2017,17:17:30,-9.66,110.56,28,2.8,MLv,Pusat gempa di laut 70 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M2,D1,M2D1,341
12/13/2017,08:36:32,-9.54,113.36,10,4.1,MLv,Pusat gempa di laut 156 km BaratDaya JEMBER-JATIM,TIDAK,M4,D1,M4D1,342
12/14/2017,18:04:10,-9.17,110.37,11,3.1,MLv,Pusat gempa di laut 129 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M3,D1,M3D1,343
12/15/2017,19:04:10,-6.8,112.8561144,12,0,,,,,,,344
12/16/2017,08:02:55,-8.59,110.26,10,4,MLv,Pusat gempa dilaut 73 km baratdaya Gunungkidul-DIY,TIDAK,M3,D1,M3D1,345
12/17/2017,14:12:43,-8.01,113.75,10,2.5,MLv,Pusat gempa di darat 17 km BaratDaya BONDOWOSO-JATIM,TIDAK,M2,D1,M2D1,346
12/18/2017,15:12:43,0.4,107.7246791,12,0,,,,,,,347
12/19/2017,16:12:43,-4.4,108.7185655,12,0,,,,,,,348
12/20/2017,17:12:43,-0.2,112.8643248,12,0,,,,,,,349
12/21/2017,18:08:28,-10.86,111.35,30,4.7,MLv,Pusat gempa dilaut 288 km Tenggara KAB-MALANG-JATIM,TIDAK,M4,D1,M4D1,350
12/22/2017,19:08:28,-7.4,107.7281122,12,0,,,,,,,351
12/23/2017,02:26:53,-9.76,112.87,10,3.8,MLv,Pusat gempa di laut 169 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1,352
12/24/2017,11:07:25,-9.71,112.92,10,3.4,MLv,Pusat gempa di laut 164 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1,353
12/25/2017,18:30:15,-9.52,112.74,10,3.9,MLv,Pusat gempa di laut 142 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1,354
12/26/2017,00:26:31,-8.51,108.55,50,3.2,MLv,Pusat gempa di laut 92 km BaratDaya KAB-PANGANDARAN-JABAR,TIDAK,M3,D1,M3D1,355
12/27/2017,09:04:43,-8.62,112.46,30,3.2,MLv,Pusat gempa di laut 50 km BaratDaya KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1,356
12/28/2017,13:08:01,-9.63,112.86,11,4.7,MLv,Pusat gempa di laut 155 km Tenggara KAB.MALANG-JATIM,TIDAK,M4,D1,M4D1,357
12/29/2017,09:37:15,-8.73,111.36,15,3.2,MLv,Pusat gempa di laut 67 km Tenggara PACITAN-JATIM,TIDAK,M3,D1,M3D1,358
12/30/2017,07:54:03,-9.67,112.9,10,4,MLv,Pusat gempa di laut 159 km Tenggara Kab.Malang - Jawa Timur,TIDAK,M3,D1,M3D1,359
12/31/2017,21:03:57,-5.76,110.63,520,4.5,MLv,Pusat gempa di laut 90 km BaratLaut JEPARA-JATENG,TIDAK,M4,D3,M4D3,360
1/1/2018,22:03:57,-3.9,108.3424287,10,0,,,,,,,361
1/2/2018,23:03:57,-6.9,108.3684351,10,0,,,,,,,362
1/3/2018,03:52:37,-8.39,110.69,10,3.1,MLv,"Pusat gempa di laut, 40 km Tenggara GUNUNGKIDUL-DIY",TIDAK,M3,D1,M3D1,363
1/4/2018,00:44:38,-9.27,113.48,10,3.4,MLv,"
	di laut 124 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1,364
1/5/2018,17:50:20,-8.89,111.04,10,3.4,MLv,"
	di laut 79 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1,365
1/6/2018,08:36:31,-9.2,110.53,10,3.8,MLv,"
	Pusat gempa di laut 130 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1,366
1/7/2018,09:36:31,0.1,118.4293724,10,0,,,,,,,367
1/8/2018,10:36:31,-3.0,118.6781115,10,0,,,,,,,368
1/9/2018,09:19:59,-10.44,112.18,10,4,MLv,"
	Pusat gempa dilaut 251 km baratdaya Kab. Malang-Jatim
",TIDAK,M3,D1,M3D1,369
1/10/2018,02:59:07,-8.62,108.69,10,3.1,MLv,"
	Pusat gempa di laut 104 km Tenggara Kab. Pangandaran - JABAR
",TIDAK,M3,D1,M3D1,370
1/11/2018,03:59:07,-7.3,108.7695147,12,0,,,,,,,371
1/12/2018,04:59:07,-7.5,116.0839135,12,0,,,,,,,372
1/13/2018,13:01:50,-8.44,109.07,10,3.4,MLv,"
	Pusat gempa di laut 82 km Tenggara CILACAP-JATENG
",TIDAK,M3,D1,M3D1,373
1/14/2018,14:01:50,-3.1,119.7925104,12,0,,,,,,,374
1/15/2018,15:01:50,-4.2,117.3231349,12,0,,,,,,,375
1/16/2018,16:01:50,-4.3,118.5914847,12,0,,,,,,,376
1/17/2018,14:14:24,-8.87,111.09,10,3,MLv,"
	Pusat gempa di laut 76 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1,377
1/18/2018,18:03:31,-9.16,110.52,10,3.2,MLv,"
	Pusat gempa di laut 125 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1,378
1/19/2018,19:03:31,-7.3,111.497454,12,0,,,,,,,379
1/20/2018,20:03:31,-3.1,107.7426946,12,0,,,,,,,380
1/21/2018,01:26:55,-9.47,108.76,23,4.2,MLv,"
	Pusat gempa di laut 198 km Tenggara KAB-PANGANDARAN-JABAR
",TIDAK,M4,D1,M4D1,381
1/22/2018,20:49:55,-9.13,110.08,10,4.5,MLv,"
	Pusat gempa di laut 135 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M4,D1,M4D1,382
